timestamp,event_type,details
Thu Apr 30 15:36:44 2026,run_start,"map:BasicArena,run:129"
Thu Apr 30 15:36:48 2026,Disconnect Error,Failed to land drone: 'Drone' object has no attribute 'land' 
Thu Apr 30 15:36:49 2026,Disconnect Error,Failed to land drone: 'Drone' object has no attribute 'land' 
Thu Apr 30 15:36:49 2026,Disconnect Error,Error Disarming drone: Object closed
