timestamp,event_type,details
Thu Apr 30 15:49:17 2026,run_start,"map:ClassRoom,run:139"
Thu Apr 30 15:49:21 2026,Disconnect Error,Failed to land drone: 'Drone' object has no attribute 'land' 
Thu Apr 30 15:49:22 2026,Disconnect Error,Failed to land drone: 'Drone' object has no attribute 'land' 
Thu Apr 30 15:49:22 2026,Disconnect Error,Error Disarming drone: Object closed
