timestamp,event_type,details
Thu Apr 16 15:44:30 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:30 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:30 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:30 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:30 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:30 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:30 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:30 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:30 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:30 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:30 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:30 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:30 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:30 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:30 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:30 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:30 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:30 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:30 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:30 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:30 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:30 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:30 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:30 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:30 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:30 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:30 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:31 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:31 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:31 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:31 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:31 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:31 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:31 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:31 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:31 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:31 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:31 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:31 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:31 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:31 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:31 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:31 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:31 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:32 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:32 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:32 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:32 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:32 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:32 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:32 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:32 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:32 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:32 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:32 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:32 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:32 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:32 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:33 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:34 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:34 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:34 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:34 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:34 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:34 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:34 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:34 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:34 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:34 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:34 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:34 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:34 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:34 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:34 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:34 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:34 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:34 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:34 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:34 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:34 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:34 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:34 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:34 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:34 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:34 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:34 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:34 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:35 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:35 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:35 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:35 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:35 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:35 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:35 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:35 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:35 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:35 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:35 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:35 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:35 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:35 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:35 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:35 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:35 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:35 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:36 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:36 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:36 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:37 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:37 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:37 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:38 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:38 2026,Obstacle_Detected,Forward obstacle at 1.45 m
Thu Apr 16 15:44:38 2026,Obstacle_Detected,Forward obstacle at 1.45 m
