timestamp,event_type,details
Wed Apr 22 17:17:35 2026,Collision,"Collision Info: {'time_stamp': 47466000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8109893798828, 'y': -0.0023543492425233126, 'z': -3.5087063312530518}, 'impact_point': {'x': 149.3199920654297, 'y': 0.3409872055053711, 'z': -3.4882469177246094}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:35 2026,Collision,"Collision Info: {'time_stamp': 47472000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8109893798828, 'y': -0.0023642682936042547, 'z': -3.5087122917175293}, 'impact_point': {'x': 149.3199920654297, 'y': 0.34097737073898315, 'z': -3.4882566928863525}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:35 2026,Collision,"Collision Info: {'time_stamp': 47481000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8109893798828, 'y': -0.002379539655521512, 'z': -3.508720874786377}, 'impact_point': {'x': 149.3199920654297, 'y': 0.3409620523452759, 'z': -3.4882616996765137}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:35 2026,Collision,"Collision Info: {'time_stamp': 47490000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8109893798828, 'y': -0.0023963262792676687, 'z': -3.5087263584136963}, 'impact_point': {'x': 149.3199920654297, 'y': 0.340945303440094, 'z': -3.488271474838257}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:35 2026,Collision,"Collision Info: {'time_stamp': 47499000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8109893798828, 'y': -0.0024142509792000055, 'z': -3.5087292194366455}, 'impact_point': {'x': 149.3199920654297, 'y': 0.340927392244339, 'z': -3.488271474838257}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:35 2026,Collision,"Collision Info: {'time_stamp': 47508000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8109893798828, 'y': -0.0024329782463610172, 'z': -3.508730173110962}, 'impact_point': {'x': 149.3199920654297, 'y': 0.34090864658355713, 'z': -3.488271474838257}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:35 2026,Collision,"Collision Info: {'time_stamp': 47514000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8109893798828, 'y': -0.002451597945764661, 'z': -3.508730173110962}, 'impact_point': {'x': 149.3199920654297, 'y': 0.34088996052742004, 'z': -3.488271474838257}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:35 2026,Collision,"Collision Info: {'time_stamp': 47523000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8109893798828, 'y': -0.002470598556101322, 'z': -3.508728265762329}, 'impact_point': {'x': 149.3199920654297, 'y': 0.34087100625038147, 'z': -3.488271474838257}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:35 2026,Collision,"Collision Info: {'time_stamp': 47532000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8109893798828, 'y': -0.0024897579569369555, 'z': -3.508725166320801}, 'impact_point': {'x': 149.3199920654297, 'y': 0.3408518135547638, 'z': -3.4882664680480957}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:35 2026,Collision,"Collision Info: {'time_stamp': 47541000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8109893798828, 'y': -0.002508889650925994, 'z': -3.508721351623535}, 'impact_point': {'x': 149.3199920654297, 'y': 0.3408326506614685, 'z': -3.4882664680480957}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:35 2026,Collision,"Collision Info: {'time_stamp': 47550000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8109893798828, 'y': -0.0025278397370129824, 'z': -3.508716583251953}, 'impact_point': {'x': 149.3199920654297, 'y': 0.3408137559890747, 'z': -3.4882616996765137}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:35 2026,Collision,"Collision Info: {'time_stamp': 47556000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8109893798828, 'y': -0.0025461202021688223, 'z': -3.508711814880371}, 'impact_point': {'x': 149.3199920654297, 'y': 0.34079545736312866, 'z': -3.4882566928863525}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:35 2026,Collision,"Collision Info: {'time_stamp': 47565000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8109893798828, 'y': -0.0025640588719397783, 'z': -3.508706569671631}, 'impact_point': {'x': 149.3199920654297, 'y': 0.34077757596969604, 'z': -3.4882519245147705}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:35 2026,Collision,"Collision Info: {'time_stamp': 47574000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8109893798828, 'y': -0.0025815649423748255, 'z': -3.5087010860443115}, 'impact_point': {'x': 149.3199920654297, 'y': 0.3407599925994873, 'z': -3.4882421493530273}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:35 2026,Collision,"Collision Info: {'time_stamp': 47583000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8109893798828, 'y': -0.002598567632958293, 'z': -3.508695363998413}, 'impact_point': {'x': 149.3199920654297, 'y': 0.34074297547340393, 'z': -3.488237142562866}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:35 2026,Collision,"Collision Info: {'time_stamp': 47589000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8109893798828, 'y': -0.0026147773023694754, 'z': -3.5086898803710938}, 'impact_point': {'x': 149.3199920654297, 'y': 0.3407267928123474, 'z': -3.488232374191284}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:35 2026,Collision,"Collision Info: {'time_stamp': 47598000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8109893798828, 'y': -0.0026304321363568306, 'z': -3.508683919906616}, 'impact_point': {'x': 149.3199920654297, 'y': 0.3407111167907715, 'z': -3.488227367401123}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:35 2026,Collision,"Collision Info: {'time_stamp': 47607000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8109893798828, 'y': -0.002645497675985098, 'z': -3.5086781978607178}, 'impact_point': {'x': 149.3199920654297, 'y': 0.3406960964202881, 'z': -3.488222599029541}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:35 2026,Collision,"Collision Info: {'time_stamp': 47616000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8109893798828, 'y': -0.00265977974049747, 'z': -3.5086724758148193}, 'impact_point': {'x': 149.3199920654297, 'y': 0.340681791305542, 'z': -3.48821759223938}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:35 2026,Collision,"Collision Info: {'time_stamp': 47622000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8109893798828, 'y': -0.002673101145774126, 'z': -3.508671283721924}, 'impact_point': {'x': 149.3199920654297, 'y': 0.34066852927207947, 'z': -3.488212823867798}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:35 2026,Collision,"Collision Info: {'time_stamp': 47640000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.81103515625, 'y': -0.0027342326939105988, 'z': -3.5086746215820312}, 'impact_point': {'x': 149.3199920654297, 'y': 0.3406534790992737, 'z': -3.48821759223938}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:35 2026,Collision,"Collision Info: {'time_stamp': 47664000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.81118774414062, 'y': -0.002946964930742979, 'z': -3.508744716644287}, 'impact_point': {'x': 149.3199920654297, 'y': 0.34066253900527954, 'z': -3.4880175590515137}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:35 2026,Collision,"Collision Info: {'time_stamp': 47682000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.811279296875, 'y': -0.00308637204580009, 'z': -3.50882625579834}, 'impact_point': {'x': 149.3199920654297, 'y': 0.3406519293785095, 'z': -3.4878270626068115}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:35 2026,Collision,"Collision Info: {'time_stamp': 47697000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.81138610839844, 'y': -0.0032262830063700676, 'z': -3.5089268684387207}, 'impact_point': {'x': 149.3199920654297, 'y': 0.34063681960105896, 'z': -3.4876317977905273}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:35 2026,Collision,"Collision Info: {'time_stamp': 47715000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8114776611328, 'y': -0.003357748966664076, 'z': -3.5090391635894775}, 'impact_point': {'x': 149.3199920654297, 'y': 0.3406267762184143, 'z': -3.4874510765075684}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:35 2026,Collision,"Collision Info: {'time_stamp': 47730000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8115692138672, 'y': -0.003484006505459547, 'z': -3.5091567039489746}, 'impact_point': {'x': 149.3199920654297, 'y': 0.34061866998672485, 'z': -3.4872899055480957}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:35 2026,Collision,"Collision Info: {'time_stamp': 47748000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.81166076660156, 'y': -0.0036070789210498333, 'z': -3.5092811584472656}, 'impact_point': {'x': 149.3199920654297, 'y': 0.34061095118522644, 'z': -3.4871580600738525}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:35 2026,Collision,"Collision Info: {'time_stamp': 47763000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.81175231933594, 'y': -0.0037194513715803623, 'z': -3.5093994140625}, 'impact_point': {'x': 149.3199920654297, 'y': 0.34061089158058167, 'z': -3.4870262145996094}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:36 2026,Collision,"Collision Info: {'time_stamp': 47784000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.81182861328125, 'y': -0.0038211047649383545, 'z': -3.5095129013061523}, 'impact_point': {'x': 149.3199920654297, 'y': 0.3406192362308502, 'z': -3.4869041442871094}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:36 2026,Collision,"Collision Info: {'time_stamp': 47799000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.81190490722656, 'y': -0.0039321924559772015, 'z': -3.5096383094787598}, 'impact_point': {'x': 149.3199920654297, 'y': 0.340615451335907, 'z': -3.486811399459839}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:36 2026,Collision,"Collision Info: {'time_stamp': 47817000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.81199645996094, 'y': -0.004044365603476763, 'z': -3.5097670555114746}, 'impact_point': {'x': 149.3199920654297, 'y': 0.3406082093715668, 'z': -3.4867334365844727}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:36 2026,Collision,"Collision Info: {'time_stamp': 48162000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.81207275390625, 'y': -0.004164806101471186, 'z': -3.5098981857299805}, 'impact_point': {'x': 149.3199920654297, 'y': 0.3405906856060028, 'z': -3.4866697788238525}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:37 2026,Collision,"Collision Info: {'time_stamp': 49113000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.81521606445312, 'y': -0.0053215548396110535, 'z': -3.5147314071655273}, 'impact_point': {'x': 149.3199920654297, 'y': 0.3440099358558655, 'z': -3.5486865043640137}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:38 2026,Collision,"Collision Info: {'time_stamp': 49746000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8158721923828, 'y': -0.005519200582057238, 'z': -3.516252040863037}, 'impact_point': {'x': 149.3199920654297, 'y': 0.34470972418785095, 'z': -3.5507469177246094}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:38 2026,Collision,"Collision Info: {'time_stamp': 50373000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8162841796875, 'y': -0.005509287118911743, 'z': -3.5171263217926025}, 'impact_point': {'x': 149.3199920654297, 'y': 0.34534892439842224, 'z': -3.5512351989746094}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:39 2026,Collision,"Collision Info: {'time_stamp': 51006000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.81654357910156, 'y': -0.005448108073323965, 'z': -3.5176708698272705}, 'impact_point': {'x': 149.3199920654297, 'y': 0.3457798361778259, 'z': -3.551811456680298}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:40 2026,Collision,"Collision Info: {'time_stamp': 51633000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.81671142578125, 'y': -0.00537961395457387, 'z': -3.5180375576019287}, 'impact_point': {'x': 149.3199920654297, 'y': 0.34608420729637146, 'z': -3.5522117614746094}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:40 2026,Collision,"Collision Info: {'time_stamp': 52275000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8168182373047, 'y': -0.005323069170117378, 'z': -3.5182759761810303}, 'impact_point': {'x': 149.3199920654297, 'y': 0.34628650546073914, 'z': -3.5524706840515137}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:41 2026,Collision,"Collision Info: {'time_stamp': 52905000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.81687927246094, 'y': -0.0052825575694441795, 'z': -3.5184178352355957}, 'impact_point': {'x': 149.3199920654297, 'y': 0.3464168608188629, 'z': -3.552622079849243}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:42 2026,Collision,"Collision Info: {'time_stamp': 53535000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.81692504882812, 'y': -0.005251036956906319, 'z': -3.5185155868530273}, 'impact_point': {'x': 149.3199920654297, 'y': 0.34650719165802, 'z': -3.552729368209839}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:42 2026,Collision,"Collision Info: {'time_stamp': 54180000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.81695556640625, 'y': -0.005230775568634272, 'z': -3.5185749530792236}, 'impact_point': {'x': 149.3199920654297, 'y': 0.3465679883956909, 'z': -3.552797794342041}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:43 2026,Collision,"Collision Info: {'time_stamp': 54816000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8169708251953, 'y': -0.005216200836002827, 'z': -3.518615961074829}, 'impact_point': {'x': 149.3199920654297, 'y': 0.34661200642585754, 'z': -3.5528416633605957}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:44 2026,Collision,"Collision Info: {'time_stamp': 55443000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.81698608398438, 'y': -0.005203187931329012, 'z': -3.518651008605957}, 'impact_point': {'x': 149.3199920654297, 'y': 0.34664860367774963, 'z': -3.5528807640075684}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:44 2026,Collision,"Collision Info: {'time_stamp': 56085000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.81700134277344, 'y': -0.005187200848013163, 'z': -3.5186915397644043}, 'impact_point': {'x': 149.3199920654297, 'y': 0.34668493270874023, 'z': -3.552919864654541}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:45 2026,Collision,"Collision Info: {'time_stamp': 56721000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8170166015625, 'y': -0.005175628699362278, 'z': -3.5187199115753174}, 'impact_point': {'x': 149.3199920654297, 'y': 0.34671491384506226, 'z': -3.5529589653015137}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:46 2026,Collision,"Collision Info: {'time_stamp': 57351000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.81703186035156, 'y': -0.0051611606031656265, 'z': -3.5187554359436035}, 'impact_point': {'x': 149.3199920654297, 'y': 0.3467470705509186, 'z': -3.5529980659484863}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:46 2026,Collision,"Collision Info: {'time_stamp': 57990000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.81703186035156, 'y': -0.005151963327080011, 'z': -3.518780469894409}, 'impact_point': {'x': 149.3199920654297, 'y': 0.34677356481552124, 'z': -3.5530126094818115}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:47 2026,Collision,"Collision Info: {'time_stamp': 58623000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.81704711914062, 'y': -0.005135830957442522, 'z': -3.51882004737854}, 'impact_point': {'x': 149.3199920654297, 'y': 0.34680551290512085, 'z': -3.55303692817688}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:48 2026,Collision,"Collision Info: {'time_stamp': 59256000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8170623779297, 'y': -0.0051256767474114895, 'z': -3.51884388923645}, 'impact_point': {'x': 149.3199920654297, 'y': 0.346831738948822, 'z': -3.5530760288238525}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:48 2026,Collision,"Collision Info: {'time_stamp': 59892000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.81707763671875, 'y': -0.005114044062793255, 'z': -3.5188703536987305}, 'impact_point': {'x': 149.3199920654297, 'y': 0.3468601107597351, 'z': -3.553110361099243}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:49 2026,Collision,"Collision Info: {'time_stamp': 60522000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.81707763671875, 'y': -0.0051110428757965565, 'z': -3.5188772678375244}, 'impact_point': {'x': 149.3199920654297, 'y': 0.34687894582748413, 'z': -3.553110361099243}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:50 2026,Collision,"Collision Info: {'time_stamp': 61155000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.8170928955078, 'y': -0.005095502827316523, 'z': -3.5189123153686523}, 'impact_point': {'x': 149.3199920654297, 'y': 0.346912682056427, 'z': -3.5531492233276367}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:50 2026,Collision,"Collision Info: {'time_stamp': 61791000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.81710815429688, 'y': -0.005078586284071207, 'z': -3.5189497470855713}, 'impact_point': {'x': 149.3199920654297, 'y': 0.3469466269016266, 'z': -3.5531933307647705}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
Wed Apr 22 17:17:51 2026,Collision,"Collision Info: {'time_stamp': 62421000000, 'object_name': 'StaticMeshActor_5', 'segmentation_id': 83, 'position': {'x': 148.81712341308594, 'y': -0.005067280028015375, 'z': -3.5189738273620605}, 'impact_point': {'x': 149.3199920654297, 'y': 0.34697508811950684, 'z': -3.553217649459839}, 'normal': {'x': -1, 'y': 3.422854177870249e-08, 'z': 0}, 'penetration_depth': 0}"
