timestamp,event_type,details
Fri Apr 17 13:56:52 2026,run_start,"map:BasicArena,run:99"
Fri Apr 17 13:57:36 2026,Obstacle_Detected,Forward obstacle at 2.55 m
Fri Apr 17 13:57:36 2026,avoidance_start,"zones: {'forward': 2.5454407764115277, 'backward': inf, 'right': inf, 'left': 2.941811925794235, 'above': 2.5454407764115277, 'below': inf}"
