timestamp,event_type,details
Thu Apr 30 15:32:43 2026,run_start,"map:ClassRoom,run:123"
Thu Apr 30 15:32:48 2026,Disconnect Error,Failed to land drone: 'Drone' object has no attribute 'land' 
Thu Apr 30 15:32:49 2026,Disconnect Error,Failed to land drone: 'Drone' object has no attribute 'land' 
Thu Apr 30 15:32:49 2026,Disconnect Error,Error Disarming drone: Object closed
