timestamp,event_type,details
Thu Apr 30 15:32:27 2026,run_start,"map:ClassRoom,run:121"
Thu Apr 30 15:32:34 2026,Disconnect Error,Failed to land drone: 'Drone' object has no attribute 'land' 
Thu Apr 30 15:32:35 2026,Disconnect Error,Failed to land drone: 'Drone' object has no attribute 'land' 
Thu Apr 30 15:32:35 2026,Disconnect Error,Error Disarming drone: Object closed
