timestamp,event_type,details
Thu Apr 30 15:49:50 2026,run_start,"map:ClassRoom,run:143"
Thu Apr 30 15:49:53 2026,Disconnect Error,Failed to land drone: 'Drone' object has no attribute 'land' 
Thu Apr 30 15:49:54 2026,Disconnect Error,Failed to land drone: 'Drone' object has no attribute 'land' 
Thu Apr 30 15:49:54 2026,Disconnect Error,Error Disarming drone: Object closed
