timestamp,event_type,details
Tue Apr 14 15:47:50 2026,run_start,"map:BasicArena,run:48"
Tue Apr 14 15:48:06 2026,command_failure,Forward:move_by_velocity_async() got an unexpected keyword argument '_east'
