timestamp,command,duration_s,status,notes
Fri Apr 17 13:43:11 2026,Takeoff,0,ok,
Fri Apr 17 13:43:17 2026,Forward,0,ok,
Fri Apr 17 13:43:23 2026,Forward,100,failed,threads can only be started once
