timestamp,command,duration_s,status,notes
Tue Apr 14 15:47:59 2026,Takeoff,0,ok,
Tue Apr 14 15:48:06 2026,Forward,10,failed,move_by_velocity_async() got an unexpected keyword argument '_east'
