timestamp,command,duration_s,status,notes
Thu Apr 16 15:27:53 2026,Takeoff,0,ok,
Thu Apr 16 15:28:26 2026,Forward,20,ok,
Thu Apr 16 15:28:53 2026,Forward,10,ok,
