timestamp,command,duration_s,status,notes
Thu Apr  9 15:28:00 2026,Takeoff,0,ok,
Thu Apr  9 15:28:05 2026,Forward,2,ok,
Thu Apr  9 15:28:09 2026,Yaw_Right,2,ok,
Thu Apr  9 15:28:14 2026,Forward,2,ok,
Thu Apr  9 15:28:19 2026,Yaw_Right,2,ok,
Thu Apr  9 15:28:24 2026,Forward,2,ok,
Thu Apr  9 15:28:29 2026,Yaw_Right,2,ok,
Thu Apr  9 15:28:33 2026,Forward,2,ok,
Thu Apr  9 15:28:38 2026,Yaw_Right,2,ok,
Thu Apr  9 15:29:13 2026,Land,0,ok,
