timestamp,command,duration_s,status,notes
Fri Apr 10 11:33:34 2026,Takeoff,0,ok,
Fri Apr 10 11:33:38 2026,Forward,2,ok,
Fri Apr 10 11:33:41 2026,State_Polling,1,ok,
Fri Apr 10 11:33:55 2026,Land,0,ok,
