timestamp,x,y,z,w,orient_x,orient_y,orient_z,collision,front_range_cm,bottom_range_cm
Thu Apr 16 15:55:30 2026,-1.856680434397795e-11,-1.4834864893295872e-16,-1.6959601640701294,1,0,0,0,False,,
Thu Apr 16 15:56:30 2026,148.8445281982422,0.0006910532829351723,-2.757645606994629,0.9784528613090515,-0.0009969549719244242,-0.2064490020275116,-0.0028063980862498283,False,,
