timestamp,x,y,z,w,orient_x,orient_y,orient_z,collision,front_range_cm,bottom_range_cm
Thu Apr  9 16:21:25 2026,-1.856680434397795e-11,-1.4834864893295872e-16,-1.5507217645645142,1,0,0,0,False,,
Thu Apr  9 16:21:30 2026,5.995378017425537,8.526316719326132e-07,-2.624051570892334,0.9995307326316833,-6.590379353355047e-09,-0.030631208792328835,-1.4298414008351301e-08,False,,
Thu Apr  9 16:21:35 2026,7.498307704925537,-0.3161115348339081,-2.6480233669281006,0.5433751344680786,0.015221655368804932,0.034767504781484604,-0.8386316299438477,False,,
Thu Apr  9 16:21:39 2026,13.646123886108398,-0.1342095136642456,-3.7574424743652344,0.6764289140701294,0.022502707317471504,-0.020936269313097,-0.7358663082122803,False,,
Thu Apr  9 16:21:44 2026,18.107521057128906,-0.5726197957992554,-3.9803998470306396,0.7013579607009888,-0.001387277152389288,0.002847020048648119,-0.7128022313117981,False,,
Thu Apr  9 16:21:49 2026,24.12152862548828,-0.5872671604156494,-5.057791709899902,0.7036027908325195,0.022004958242177963,-0.02182731218636036,-0.7099172472953796,False,,
Thu Apr  9 16:21:54 2026,28.62492561340332,-0.6363030076026917,-5.268872261047363,0.7064951658248901,-0.0017276841681450605,0.0018902416341006756,-0.70771324634552,False,,
Thu Apr  9 16:21:58 2026,34.63950729370117,-0.6379251480102539,-6.346304416656494,0.706441342830658,0.02192455343902111,-0.021906264126300812,-0.7070927023887634,False,,
Thu Apr  9 16:22:03 2026,39.157997131347656,-0.6430235505104065,-6.556702136993408,0.7070416212081909,-0.0017988551408052444,0.001816009753383696,-0.7071673274040222,False,,
Thu Apr  9 16:22:32 2026,39.181304931640625,-0.6431755423545837,-2.6821467876434326,0.7070678472518921,0.000239929897361435,-4.155045098741539e-05,-0.7071456909179688,False,,
