timestamp,x,y,z,w,orient_x,orient_y,orient_z,collision,front_range_cm,bottom_range_cm
Mon May 11 23:27:00 2026,-1.856680434397795e-11,-1.4834864893295872e-16,-1.5684914588928223,1,0,0,0,0,,
Mon May 11 23:27:02 2026,-1.856680434397795e-11,-1.4834864893295872e-16,-1.5596644878387451,1,0,0,0,0,,
Mon May 11 23:27:04 2026,-1.856680434397795e-11,-1.4834864893295872e-16,-1.5764418840408325,1,0,0,0,0,,
Mon May 11 23:27:06 2026,0.04893115535378456,2.8036378557291797e-13,-1.670467495918274,0.9806504845619202,1.5382880524938969e-09,-0.19576682150363922,3.092297806706057e-10,0,,
Mon May 11 23:27:08 2026,1.0353550910949707,0.10568974912166595,-1.7980319261550903,0.9960572719573975,0.0882541760802269,0.008645807392895222,-0.0025360751897096634,0,,
Mon May 11 23:27:13 2026,1.073582649230957,7.223676681518555,-3.073173761367798,0.9994745850563049,0.032322220504283905,-1.1477655789349228e-05,-0.002430871594697237,0,,
Mon May 11 23:27:15 2026,1.0649538040161133,9.246602058410645,-3.0653698444366455,0.9973918199539185,-0.07212867587804794,-0.0004108393331989646,-0.0026305706705898046,0,,
Mon May 11 23:27:20 2026,7.375766754150391,7.0321526527404785,-4.19380521774292,0.9993367195129395,-0.0024224293883889914,-0.027958502992987633,-0.02320875972509384,0,,
Mon May 11 23:27:22 2026,9.483488082885742,7.130680561065674,-4.196260452270508,0.9965240359306335,-0.004912029020488262,0.07950057089328766,-0.024402040988206863,0,,
Mon May 11 23:27:27 2026,7.05220365524292,6.960605144500732,-12.524999618530273,0.9997636675834656,0.00020457229402381927,0.00101686071138829,-0.02171633020043373,0,,
Mon May 11 23:27:29 2026,7.057374477386475,6.959595203399658,-13.896170616149902,0.9997641444206238,4.667666871682741e-05,0.00023388989211525768,-0.021715965121984482,0,,
Mon May 11 23:27:35 2026,18.206806182861328,6.958691120147705,-13.827332496643066,0.9997329711914062,0.0002048304449999705,-0.00873465184122324,-0.021392611786723137,0,,
