timestamp,x,y,z,w,orient_x,orient_y,orient_z,collision,front_range_cm,bottom_range_cm
Mon May 11 23:40:18 2026,-1.856680434397795e-11,-1.4834864893295872e-16,-1.5536829233169556,1,0,0,0,0,,
Mon May 11 23:40:20 2026,-1.856680434397795e-11,-1.4834864893295872e-16,-1.5499053001403809,1,0,0,0,0,,
Mon May 11 23:40:21 2026,-1.856680434397795e-11,-1.4834864893295872e-16,-1.5636404752731323,1,0,0,0,0,,
Mon May 11 23:40:24 2026,0.004905632697045803,1.7444559685664274e-10,-1.5838338136672974,0.9927043914794922,2.2980923830573374e-08,-0.12057405710220337,1.6038467220980124e-09,0,,
Mon May 11 23:40:26 2026,0.4457952380180359,0.10759416222572327,-1.5976521968841553,0.9961007833480835,0.08811520785093307,0.004188994877040386,-0.0012280074879527092,0,,
Mon May 11 23:40:31 2026,0.4648546576499939,7.239383220672607,-2.851229429244995,0.9994731545448303,0.03243569657206535,-5.139334916748339e-06,-0.0011879046214744449,0,,
Mon May 11 23:40:33 2026,0.4605924189090729,9.315722465515137,-2.8409581184387207,0.9975345730781555,-0.07016513496637344,-0.00020400316861923784,-0.0012846526224166155,0,,
Mon May 11 23:40:38 2026,6.66487455368042,7.039977550506592,-3.984144449234009,0.9992960691452026,-0.0021341603714972734,-0.02877087891101837,-0.023982536047697067,0,,
Mon May 11 23:40:40 2026,8.69686508178711,7.142874240875244,-3.973538637161255,0.997142493724823,-0.005248593632131815,0.07107753306627274,-0.025047043338418007,0,,
Mon May 11 23:40:45 2026,6.21329402923584,6.97911262512207,-12.312237739562988,0.999747633934021,0.0002360610815230757,0.0007194645586423576,-0.022452134639024734,0,,
Mon May 11 23:40:47 2026,6.216972351074219,6.977930545806885,-13.706075668334961,0.9997479319572449,5.482584674609825e-05,0.00016779116413090378,-0.022452734410762787,0,,
Mon May 11 23:40:53 2026,17.250993728637695,6.977200984954834,-13.61406421661377,0.9997154474258423,0.00021678218035958707,-0.0089342026039958,-0.022118300199508667,0,,
Mon May 11 23:40:55 2026,19.539840698242188,7.057426452636719,-13.628812789916992,0.9956197738647461,-0.004081339109688997,0.09072362631559372,-0.02222224697470665,0,,
Mon May 11 23:41:01 2026,16.7237491607666,6.963611125946045,-13.77169132232666,0.7705805897712708,-0.003110045101493597,0.003984981216490269,0.6373224854469299,0,,
Mon May 11 23:41:03 2026,16.72098159790039,6.9794230461120605,-13.800018310546875,0.7345314025878906,-0.00011010216258000582,1.698673986538779e-05,0.678574800491333,0,,
Mon May 11 23:41:09 2026,27.77431297302246,6.992897033691406,-14.861446380615234,0.7340094447135925,-0.0064425100572407246,-0.006912794429808855,0.6790736317634583,0,,
Mon May 11 23:41:11 2026,32.04905319213867,6.77079963684082,-15.051166534423828,0.7322139739990234,0.021647213026881218,0.03642907738685608,0.6797551512718201,0,,
Mon May 11 23:41:16 2026,32.243812561035156,-0.43337464332580566,-15.784956932067871,0.7311689853668213,-0.019925517961382866,0.01785084418952465,0.681671679019928,0,,
Mon May 11 23:41:18 2026,32.04951095581055,-4.595980644226074,-15.94824504852295,0.7285645008087158,0.0322016179561615,-0.02015652135014534,0.6839228868484497,0,,
Mon May 11 23:41:23 2026,31.19690704345703,-4.8106303215026855,-24.287382125854492,0.7290347814559937,-0.0005384602700360119,-0.00042408908484503627,0.684476375579834,0,,
Mon May 11 23:41:25 2026,31.191129684448242,-4.809523582458496,-25.510475158691406,0.729034960269928,-3.794384974753484e-05,-4.568004442262463e-05,0.6844765543937683,0,,
Mon May 11 23:41:31 2026,31.19072914123535,-4.808572292327881,-24.11578369140625,0.56624436378479,2.3462882836611243e-06,2.862498831746052e-06,-0.8242374658584595,0,,
Mon May 11 23:41:33 2026,31.19072914123535,-4.808590888977051,-24.19591522216797,0.813880980014801,1.8930080614154576e-07,6.563880106114084e-07,-0.5810316801071167,0,,
Mon May 11 23:41:37 2026,37.389095306396484,-4.8522515296936035,-25.20100975036621,0.8251699209213257,0.0169819388538599,-0.02370290644466877,-0.5641315579414368,0,,
Mon May 11 23:41:40 2026,41.111446380615234,-3.93094801902771,-25.326074600219727,0.8213314414024353,-0.014522898010909557,0.06874890625476837,-0.5661072134971619,0,,
Mon May 11 23:41:44 2026,37.695091247558594,-0.8232446908950806,-17.362028121948242,0.8304113745689392,0.002263399073854089,-0.014090443961322308,-0.5569679737091064,0,,
Mon May 11 23:41:46 2026,37.611690521240234,-0.820076584815979,-16.71646499633789,0.8305550217628479,0.00015120336320251226,-0.0010764413746073842,-0.5569355487823486,0,,
