timestamp,x,y,z,w,orient_x,orient_y,orient_z,collision,front_range_cm,bottom_range_cm
Thu Apr  9 15:48:43 2026,-1.856680434397795e-11,-1.4834864893295872e-16,-1.5507228374481201,1,0,0,0,False,,
Thu Apr  9 15:48:48 2026,5.995358943939209,8.291938797810872e-07,-2.62479305267334,0.9995307922363281,-6.3335927613650256e-09,-0.03063143417239189,-1.0778141934508767e-08,False,,
Thu Apr  9 15:48:53 2026,7.466601848602295,-0.3174481689929962,-2.6413345336914062,0.5434683561325073,0.015446792356669903,0.03487542271614075,-0.8385626673698425,False,,
Thu Apr  9 15:48:58 2026,13.615701675415039,-0.13236621022224426,-3.751361608505249,0.675993025302887,0.02250734530389309,-0.02092123031616211,-0.73626708984375,False,,
Thu Apr  9 15:49:02 2026,18.077892303466797,-0.5966808795928955,-3.9608516693115234,0.7012922763824463,-0.001198562211357057,0.0027920156717300415,-0.7128674387931824,False,,
Thu Apr  9 15:49:07 2026,24.09017562866211,-0.6119200587272644,-5.038487434387207,0.7036034464836121,0.022005977109074593,-0.02182912454009056,-0.7099164724349976,False,,
Thu Apr  9 15:49:12 2026,28.594615936279297,-0.6615158915519714,-5.2461323738098145,0.7064952850341797,-0.0016958107007667422,0.001862089498899877,-0.7077133059501648,False,,
Thu Apr  9 15:49:17 2026,34.62254333496094,-0.6631614565849304,-6.323695182800293,0.7064559459686279,0.021839488297700882,-0.02182193286716938,-0.7070833444595337,False,,
Thu Apr  9 15:49:21 2026,39.110294342041016,-0.6679574251174927,-6.540786266326904,0.7070437073707581,-0.0018605351215228438,0.0018763118423521519,-0.7071649432182312,False,,
Thu Apr  9 15:49:50 2026,39.134395599365234,-0.6680973172187805,-2.70674204826355,0.7070689797401428,0.0002410505840089172,-4.166036160313524e-05,-0.707144558429718,False,,
