timestamp,x,y,z,w,orient_x,orient_y,orient_z,collision,front_range_cm,bottom_range_cm
Mon Apr 27 11:28:12 2026,-1.856680434397795e-11,-1.4834864893295872e-16,-1.7271158695220947,1,0,0,0,0,,
Mon Apr 27 11:28:23 2026,0.08657869696617126,7.301619309174612e-09,-1.8779486417770386,0.9779572486877441,5.7607898895639664e-08,-0.2088051289319992,7.772303689534965e-09,0,,
