timestamp,x,y,z,w,orient_x,orient_y,orient_z,collision,front_range_cm,bottom_range_cm
Mon Apr 27 11:26:11 2026,-1.856680434397795e-11,-1.4834864893295872e-16,-1.5714530944824219,1,0,0,0,0,,
Mon Apr 27 11:26:50 2026,147.036376953125,-1.2537875591078773e-05,-2.600367784500122,0.9999945163726807,-1.0110907666671665e-08,-0.0033164271153509617,-9.480551454998931e-09,0,,
